"","ACF","DTW","CORT","BP"
"1",0.810291389319812,84.835435095592,-0.00193292045760517,0.236470960204951
"2",0.91046386865216,101.059877699972,0.013520858955069,0.24074814770389
"3",0.866578732533355,94.3532727928135,-0.161075514530914,0.240505760684387
"4",0.932585734305906,90.1263127769818,-0.0876457168267272,0.218499414755972
"5",0.861559523486252,98.3449728783359,-0.0894353550477682,0.314531926948319
"6",1.41989355215021,81.37941784632,0.059781375569979,1.79716255330491
"7",0.990862514049951,89.5964549598146,0.213675701764409,0.57137145394823
"8",1.0649963050324,91.6831733248396,-0.0403939862111791,0.252998609519295
"9",0.631462865716522,76.9220204268506,-0.0409935756334058,0.26872614709936
"10",0.801922611620397,90.1836427087272,0.195049149127392,0.36400677770958
"11",0.89828734171143,88.0948024517385,0.191371484322856,0.146680488265173
"12",0.696158085662592,84.5120406181747,0.0832558767347162,0.303542022398934
"13",0.925312689290592,104.833202686625,0.293332560244778,1.57507986181174
"14",0.938894235739995,80.6555626971355,0.272839430601456,0.338297265851489
"15",0.819528811536236,84.9867780408024,0.0823485989485408,0.17142093145161
"16",0.87971423652221,91.0945956112365,-0.0134546618539765,1.8111213802431
"17",1.1636443219856,107.516163392426,0.253568577786155,0.197728955035962
"18",0.917546718732703,89.6078913718248,-0.036343375260249,0.367479240006223
"19",1.10357973475205,87.3467777452696,0.16558624241139,0.310629076569028
"20",0.778126418522442,97.9182117440863,0.079281612671981,0.150910641315663
"21",0.980671662420382,98.6786332928933,0.134098430760896,0.297219638878985
"22",0.850482076034813,79.5097283445862,-0.0536348811401706,0.221147109294107
"23",0.986507632332614,91.7578028754282,-0.0481007226701596,0.429570868375884
"24",0.975073004262111,89.805778567334,0.22770310916375,0.483190085417434
"25",0.877315864898725,85.3599946536149,0.00184063714529006,0.318220968402267
"26",1.06803947181274,90.0369556737989,-0.0796903628189775,0.255044252228061
"27",0.732317527182947,88.8222166233939,-0.0131302847983447,0.294368534946843
"28",0.782805738927514,79.6623064235027,-0.13493751980892,0.242377945540841
"29",0.947409162781322,83.7516719836337,0.110388588086317,0.250518019411477
"30",0.987281187305284,79.9416397645392,-0.10867711330543,0.154930171523921
"31",0.973583029645972,96.366739543018,-0.0656335929889556,0.289179155024962
"32",1.05849122762865,98.3688903311101,-0.146186374250006,0.161373953869573
"33",0.941265267605443,95.5597652310551,0.00191173411755718,0.384867321795529
"34",0.893231484916623,91.2744914289775,0.11667700579817,0.229570811041339
"35",0.72504342243169,93.9556831894857,-0.10201603389549,0.112083117998404
"36",0.839050779178796,98.2872512641061,-0.0317332484758154,0.238746921006102
"37",0.596444789955431,94.7322766549063,-0.146914325840634,0.313359570756008
"38",1.02788727048132,82.7065178370167,0.0546119952581277,0.258856475639191
"39",1.0061177170195,102.009148563226,-0.02548383341741,0.235939470455787
"40",0.90941427528112,88.4960205119235,0.0389747065345856,0.349287537571524
"41",0.823834221752078,87.9892255125159,-0.183930847989821,0.423042497312697
"42",0.809053942420051,91.7594120603584,-0.205178839685099,0.64227418830599
"43",0.816289383768235,88.9964345140362,0.203758194101662,0.394072390847709
"44",0.757195253454552,86.7900677074026,-0.053435539196457,0.128678703737147
"45",0.834019678833143,90.0931844968491,-0.0817779885431799,0.316127174029473
"46",1.11948578173487,90.751692621151,-0.113618029989276,0.135743414834986
"47",0.916155468719994,106.073972065987,0.0353797001546614,0.218162657837034
"48",0.930438217956631,86.4026593879591,0.0985887984317965,0.177597605828558
"49",1.11528087099779,91.6370343800848,-0.0448789892142322,0.466110035917507
"50",1.02271165472223,92.5344131670296,-0.103180177215114,0.347988396208569
